ID,EMOTION,SITUATION
171042,shame,I felt shame when I didn't study enough for my exams and as a  result I failed. I then invented idle stories to talk it good for  myself and the others.
171042,guilt,I felt guilty when I once went out with another boy and made love  with him while I had a close boyfriend.
171043,joy,When my boyfriend came back after being away for 10 days.
171043,fear,When I was sitting in a car next to a man who was masturbating.
171043,anger,"When my mother told things to my sister, which I told my mother  in confindence."
171043,sadness,Tonight in bed when I realised how bad my relationship with my  friend was.
171043,disgust,"When I was in Eindhoven on an Exhibition of Hernan Nitsche, who  made paintings with real blood. There were also photographs about  the killing of cows."
171043,shame,When I made an end on a relationship after three years.
171043,guilt,That I didn't want my friend to leave on holiday for 10 days  because I thought I would miss him. I was constantly trying to  persuade him.
171044,joy,When I was making music together with my friend. It sounded very  good and we were very satisfied.
171044,fear,When my cat ran under a car and came home wounded. He could  hardly walk. I didn't dare to go to a veterinarian because I was  afraid he would kill him.
171044,anger,I had to unscrew something on my car. I didn't succeed after two  afternoons of trying. A feeling of anger built up itself.
171044,sadness,"Losing my girlfriend who made an end to our relationship. By this  I lost an important source of support, certainty and joyful  moments. I cried very intensly when that happened."
171044,disgust,A few days ago I saw two dandy girls of my age. I disliked their  clothes and their way of doing.
171044,shame,"During carnaval I danced for a few minutes normally I don't dance  because I am rigid in my moving around during a dance, I stopped  very soon."
171044,guilt,I had a girlfriend which I used to call regularly. Then I didn't  phone her for a while. At a certain moment I felt a little  tension which became worse.
171045,joy,At an important moment in a volleyball game we made a point and  by this we won a set from a much stronger competitor.
171045,fear,When I went out with my dog in a forest late at night when we  were on a camping.
171045,anger,I had an appointment with someone at a certain time. The other  person didn't appear.
191002,fear,When I entered the operation theatre and underwent a difficult  operation.
191002,anger,"When my friends left without waiting for me, after we had arranged  to go out together."
191002,sadness,When they gave away my dog to other people without my knowledge.
191002,disgust,"When I had to eat scraps from a dust-bin, because of a bet."
191002,shame,"At the airport, eighty beer cans that I was carrying in a  bag spread all around while I was going through the metal  detector."
191002,guilt,"When I took a car which was not mine, and suddenly it stopped  working."
191003,joy,When the Real Madrid team of basket ball qualified for the final  of the Europe Cup at Athens.
191003,fear,On the scenic railway at the fairground.
191003,anger,"At having an argument with a stranger, in the street."
191003,sadness,[ The same as in guilt.]
191003,disgust,When I entered a toilet in a bar and it stank.
191046,joy,The day I finished my military service.
191046,fear,"When I was a child, one day, I was going home late at night and I  did not notice an uncovered man hole and fell in it.  I was in there for  several minutes."
191046,anger,"One day, when I was a child, my grandmother shut me up in a room."
191046,sadness,The day I left my first girlfriend.
191046,disgust,"One day I was in the countryside with several friends, and we  began to eat figs, after we were all full we noticed that all the  figs were full of worms."
191046,shame,"When I got my fingers stuck in one of the side holes of the door,  in the tube."
191046,guilt,I ran over my dog with a bicycle when I was carrying him tied to  the handle bar.
