ID,SITUATION,EMOTION,predicted_emotion
201074,"When my younger sister, who was then 16 years old, was pregnant.",shame,sadness
201074,When I hurt my sisters for no reason at all.,guilt,sadness
201075,When I attended my cousin's 31st birthday.,joy,joy
201075,I got a very nasty electrical shock when I was tampering with  some electrical applainces. ,fear,fear
201075,When I was subjected to a very nasty joke by a group of friends.,anger,sadness
201075,When I received my results and found out that I could not go to a  school of my choice.,sadness,sadness
201075,"When I found a maggot in my food at the dinning hall, all the  food had gone bad.",disgust,disgust
201075,I took a girl out once and discovered that she was going around  with one of my close friends.,shame,sadness
201075,"An item which belonged to a friend of mine was missing.  I had  taken it earlier and I thought that I had returnrd it so when he  asked me for it I stubbornly refused having it.  Later when I  looked for it, I found it in my room.",guilt,sadness
201076,When I got my results ( I had made it to the second year ).,joy,joy
201076,When I thought that I had failed the examination.,fear,sadness
201076,When I discovered that my girlfriend was going around with  another boy.,anger,sadness
201076,When my grandfather died.,sadness,sadness
201076,When I heard that my sister had shouted at my friend's cousin at  their place.,disgust,sadness
201076,When I failed the grade 7.,shame,sadness
201076,"When I had lied, saying that I never take bread from the dinning  hall and a friend of mine caught me doing it.  He thus proved to  me that I did in fact take the bread.",guilt,sadness
201077,When my girl told me that she loved me more than any male  creature on earth and that I would be the only one in her heart  for all her life.  ,joy,joy
201077,"The day I was nearly stabbed to death by ruffians who wanted to  take my money.  I refused to give them any money and they started  running after me, I ran into somebody else's house to save  myself.",fear,fear
201077,"When a kid dropped my father's radio cassette player, which he  had just repaired.",anger,sadness
201077,When someone I love told me that she did not love me anymore and  that she wanted all the snaps that she had given me in exchange  for the ones I had given her.,sadness,sadness
201077,"When a girl said in my back that we were in love, and she had  actually refused me.  When I confronted her she started insulting  me.",disgust,sadness
201077,When I told a lie to a friend of my sister on April fool's day.   She later came to see me and told me that it was a very foolish  thing to do.,shame,sadness
201077,A girl dropped some stuff from her bag and when I tried to help  her I realized that she had used me and I was made to look like a  fool.,guilt,sadness
201078,When I learnt that I had been accepted at UNZA.,joy,joy
201078,When thieves broke into my house at night and held my wife and me  on gun-point for at least ten minutes and took away a lot of  property.,fear,fear
201078,When I was beaten up by thieves on behalf of some friends of mine  as they thought that I had a lot of money and would not part  with a few coins for their drinks.,anger,sadness
201078,When I received the news that my in-laws had passed away.  I  depended heavily on them for their guidance and the running of  their daughter's buisness.,sadness,sadness
201078,When my younger sister visited me during the school holidays and  told me that she would not go back to school because she was  pregnant.,disgust,sadness
201078,"When I lied to my wife and told her that I was going to the  Copperbelt on a buisness trip, she later found me in a hotel with  a girlfriend.",shame,sadness
201078,When I cheated my father and told him that the school  administration wanted K80 for the purchase of a mini-bus.  Two  months later the school authorities wrote back to my father for  the money.  I could not go back and ask him for the money again  as he had already given it to me once.,guilt,guilt
201079,When I received the acceptance letter from UNZA.  I had just  come home from work when my kind sister handed me an enveloppe  which I opened and was overcome with joy.,joy,joy
201079,I was at home and we were sleeping when we heard some robbers  breaking into our house.,fear,fear
201079,"A certain boy came into my room and started telling me that I was  not pretty, that I had no manners and that I should learn some.   I had just come to campus and he was in fourth year.",anger,sadness
201079,My elder sister whom I love very much was leaving for the           West Indies for two years and I was staying behind.,sadness,sadness
221059,I was river rafting in Nev. and our boat tipped over and I was  sucked under in to some rocks and got stuck and all I could think  was that I was going to die. And it was so quiet under the water  it seemed like no one would care or remember.,fear,fear
221059,One of my first boyfriends got mad at me because a lot of my  close friends were guys and he didn't want me to see them anymore  because he was jealous.,anger,jealousy
